Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Outdoor Air Barometric Pressure [Pa](Hourly),ZONE ONE PEOPLE:People Total Heating Rate [W](Hourly),SPACE1-1 LIGHTS 1:Lights Total Heating Rate [W](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),ZONE ONE:Zone Air Relative Humidity [%](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort Fanger Model PMV [](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort Fanger Model PPD [%](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort ASHRAE 55 Elevated Air Speed Cooling Effect [C](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort ASHRAE 55 Elevated Air Speed Cooling Effect Adjusted PMV [](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort ASHRAE 55 Elevated Air Speed Cooling Effect Adjusted PPD [](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort ASHRAE 55 Ankle Draft PPD [](Hourly),ZONE ONE:Zone Heat Index [C](Hourly),ZONE ONE:Zone Humidity Index [](Hourly) 
 01/15  04:00:00,21.312500000000004,0.012176785850039857,70.0,92446.75,0.0,79.2,29.950625694223724,0.02985388374991415,100.0,2.3622565359421848,90.07520062818294,38.14826831322607,0.5157470703125,2.251717049041246,86.69724102538115,-1.0,44.148067080054616,48.47398618697236 
 01/15  05:00:00,21.450000000000003,0.012058452937918561,68.75,92441.25,0.0,79.2,29.72264609558435,0.029448530956003492,100.0,2.302168006489212,88.32443759765997,37.91093652087358,0.5218505859375,2.1919791522746133,84.62045354146483,-1.0,43.17159942402826,47.924081463212445 
 01/15  06:00:00,21.35,0.012066207126460676,69.25,92486.375,0.0,79.2,29.699219663911652,0.02920770195216902,99.40405505188994,2.3112099463079625,88.56077385510491,37.87909749308637,0.52642822265625,2.2034246686188768,84.9901914626538,-1.0,42.85659911171223,47.721966777784786 
 01/15  07:00:00,21.075,0.012638407027365526,73.75,92543.625,150.0049085037675,79.2,30.17890782310451,0.029235537545644945,96.84935967937055,2.422945508065731,91.66529611006459,38.11654891198873,0.5279541015625,2.310402009151131,88.57143877089933,-1.0,43.928184458853195,48.23869778562029 
 01/15  08:00:00,21.125,0.01307240771017852,76.0,92554.5,300.009817007535,66.0,30.53764917610866,0.029443325571966092,95.53588887741492,2.5145243192196487,93.70497720390273,38.36318185406958,0.52337646484375,2.4012042888098906,91.09983550866048,-1.0,44.937256996290095,48.76484406836302 
 01/15  09:00:00,21.5125,0.013279492052727056,75.375,92564.375,1425.0466307857912,950.4000000000001,31.253820419609383,0.030063987221190407,93.56446766800255,2.6984296015323785,96.67043161940731,38.9012693510148,0.51727294921875,2.5846515376318697,94.9844339811023,-1.0,47.291488123659235,49.97485915360336 
 01/15  10:00:00,22.0125,0.013391570547212843,73.75,92610.5,1425.0466307857912,1003.1999999999999,31.985324767776447,0.03136565245915148,93.5036192593382,2.874044816384437,98.38484279473778,39.57285042245499,0.494384765625,2.761398357943163,97.40580846125505,-1.0,50.64596162292125,51.74789114193972 
 01/15  11:00:00,23.0125,0.0132299088419774,68.625,92633.0,1425.0466307857912,1320.0,32.37988666907747,0.03286233802370928,95.61166207771278,3.0097126818757216,99.14624241504856,40.2149318792058,0.469970703125,2.900796323372878,98.57018254015311,-1.0,53.701334191058685,53.329436773195894 
 01/15  12:00:00,23.8125,0.013361416093020318,66.0,92636.125,1425.0466307857912,1003.1999999999999,32.64898677586258,0.03439655419147111,98.3442417335853,3.117674339045515,99.51314858491533,40.797090686272384,0.445556640625,3.0136964054618867,99.16465085922044,-1.0,56.69273228173272,54.806586521731425 
 01/15  13:00:00,24.750000000000004,0.013465222736155961,62.875,92618.625,750.0245425188375,844.8,32.832656726772186,0.03539009029749926,99.9786780823953,3.2037503241350045,99.70075679522908,41.20142401059118,0.4302978515625,3.1039819219601226,99.47831346350564,-1.0,58.70498602758675,55.764765447434705 
 01/15  14:00:00,26.0125,0.013213734418926981,57.25,92583.875,1425.0466307857912,950.4000000000001,33.26584885995171,0.03633370230745121,99.99525703754382,3.3342795988188816,99.86258718385716,41.65402248987971,0.4150390625,3.2367690227664667,99.74954134843452,-1.0,61.18457146746526,56.92587391490154 
 01/15  15:00:00,27.562500000000004,0.013123459240918504,51.875,92518.75,1425.0466307857912,1056.0,33.50938079747402,0.03689178126096749,100.0,3.3540807843262326,99.86092481795437,41.79087920128076,0.40130615234375,3.2555407577994733,99.74599690878289,-1.0,62.60374438435525,57.58445271968536 
 01/15  16:00:00,28.7,0.011804914803809293,43.75,92461.75,1425.0466307857912,1452.0,32.57788837168225,0.0349300377212514,100.0,3.0931364830143266,99.44287942320571,40.86565217054995,0.4364013671875,2.990744980205462,99.06234729682899,-1.0,57.30290446682025,55.100026491861 
 01/15  17:00:00,29.0,0.010808457188951993,39.375,92400.375,1425.0466307857912,1584.0,32.53109434678045,0.034610565742868325,99.33614890365403,3.1240118136261708,99.49170355502159,40.86427152813526,0.445556640625,3.023479015039806,99.1474854677219,-1.0,56.63622179511578,54.78388284475761 
 01/15  18:00:00,29.0,0.011231122914510486,40.875,92373.0,1050.0343595263726,1584.0,33.266838246666,0.03549634080598006,97.58691513509052,3.304635943215178,99.83695269017795,41.39169841547413,0.42724609375,3.204347102280361,99.70163380675659,-1.0,59.58810462933961,56.20418661624006 
 01/15  19:00:00,28.187500000000004,0.011664426470842308,44.5,92402.375,600.01963401507,950.4,33.112276878517335,0.03596817158155971,99.70725137690339,3.24230304955482,99.75712675663011,41.37973124267856,0.41656494140625,3.1435532245762663,99.5726341042819,-1.0,60.10935265034935,56.42780097091672 
 01/15  20:00:00,27.075,0.012065461959503412,49.125,92465.625,600.01963401507,316.8,32.53779519257802,0.034844622157776575,100.0,3.0927112342029623,99.44352322597268,40.848877259491104,0.43792724609375,2.99040761591367,99.06399669512074,-1.0,57.0793423027966,54.99417148624336 
 01/15  21:00:00,26.575,0.012159299722476527,51.0,92541.125,150.0049085037675,316.8,32.20960393995779,0.034140441837683506,100.0,3.0098499762991375,99.15564563669673,40.535619931080745,0.45318603515625,2.906048967728909,98.61655134130599,-1.0,55.285891231684715,54.13698027573081 
 01/15  22:00:00,25.375000000000004,0.012978482463512799,58.5,92630.0,150.0049085037675,79.2,31.984099416134676,0.033650711171032924,100.0,2.942804745487295,98.83145580012021,40.293793895667974,0.45928955078125,2.838426371688784,98.132015744531,-1.0,54.07672363816207,53.55350869177914 
 01/15  23:00:00,24.2625,0.013482611816599304,64.875,92716.625,75.00245425188375,79.2,31.73902005698983,0.03312964058879514,100.0,2.873805888402086,98.40008602700078,40.03923293844653,0.46844482421875,2.768854348798813,97.50418464136318,-1.0,52.78221711169628,52.92400876301251 
 01/15  24:00:00,23.375,0.01299282095467646,66.0,92740.75,75.00245425188375,79.2,31.510535827586658,0.03267174338155343,100.0,2.807257117775725,97.86830558285727,39.79769782259162,0.47607421875,2.702569983333487,96.75898152389651,-1.0,51.59428539364326,52.341541948936154 
 01/16  01:00:00,22.4375,0.012849001906314739,69.125,92744.5,0.0,79.2,31.24525839607129,0.0321564882543989,100.0,2.7302940858933202,97.08606311398538,39.517243437923945,0.48370361328125,2.6244561381047715,95.67267606502676,-1.0,50.23801680612385,51.67056834513579 
 01/16  02:00:00,21.85,0.012509581258318404,69.75,92719.0,0.0,79.2,30.96987680313466,0.0316398846499386,100.0,2.6521156792062017,96.08628733657683,39.22961013480817,0.4913330078125,2.5460318791495147,94.33692921573297,-1.0,48.855255216355175,50.97977088144479 
 01/16  03:00:00,21.7,0.01215238356993985,68.375,92649.75,0.0,79.2,30.693135287282686,0.031144027825262193,100.0,2.570654739712713,94.77974769055422,38.932671397075154,0.49896240234375,2.4626890172355465,92.59994198194025,-1.0,47.492794959804456,50.29166491591447 
 01/16  04:00:00,21.8875,0.012116658535796106,67.375,92612.75,0.0,79.2,30.41359037926613,0.030638621439752944,100.0,2.4961970951148373,93.34575979852261,38.64467561174261,0.50506591796875,2.385709537876581,90.71714388234925,-1.0,46.18483098736982,49.60230223480208 
 01/16  05:00:00,21.6875,0.012236206242056326,68.875,92622.75,0.0,79.2,30.126917192296297,0.030112652205541185,100.0,2.4088194757125985,91.28793802612657,38.32080205550922,0.51116943359375,2.2977465023764685,88.15584243424615,-1.0,44.91695424782033,48.902184164553105 
 01/16  06:00:00,21.1875,0.01249178273490379,72.5,92656.625,0.0,79.2,29.76961807879167,0.029460209024906446,100.0,2.3130089251322223,88.65210485023695,37.94706980461543,0.52032470703125,2.2028512707124563,85.00942595106369,-1.0,43.37158801001066,48.03712497505439 
 01/16  07:00:00,20.8125,0.012882107227119804,76.5,92706.375,150.0049085037675,79.2,29.611637977313435,0.02916456107839401,100.0,2.269704034375493,87.29951716954454,37.77545315565779,0.52337646484375,2.1603406406468224,83.44506583870819,-1.0,42.70274384031859,47.65773002375114 
 01/16  08:00:00,20.8875,0.013196855793620203,78.0,92749.5,300.009817007535,79.2,29.55580059762195,0.029052367158547737,100.0,2.2537107639270717,86.77484020203107,37.71139092607893,0.52337646484375,2.1444015681492834,82.8348062274421,-1.0,42.46847477432705,47.524085573473585 
 01/16  09:00:00,21.6875,0.013303182374217414,74.875,92759.875,1425.0466307857912,1425.6000000000001,29.940681514101474,0.02961383258918394,99.62047207078969,2.3535645776174734,89.80667595716952,38.07838180471016,0.518798828125,2.243224084410608,86.3888342364516,-1.0,43.968265836352884,48.35729295409844 
 01/16  10:00:00,22.725,0.013342130215081491,70.5,92775.5,1425.0466307857912,1504.8,30.811037298608298,0.03054527853562307,97.65887207363791,2.6189892872709146,95.23504928949176,38.890554185935294,0.51116943359375,2.5103293653505414,93.23512708272361,-1.0,47.04884374772498,49.97043545458533 
 01/16  11:00:00,23.6625,0.013316844003453216,66.5,92784.75,1425.0466307857912,1584.0,32.11018474473497,0.031892640614889695,94.50746383438937,2.9402321337022435,98.77494137338047,39.85499899147415,0.4852294921875,2.8310139959359164,98.01531740810456,-1.0,51.76258693105389,52.33845213318194 
 01/16  12:00:00,25.25,0.013201902182767462,60.0,92790.25,1425.0466307857912,1504.8,32.829472735094754,0.03340834763802494,94.85164249591742,3.1414086027476866,99.56700401836879,40.60652303363875,0.457763671875,3.034340325344741,99.23944773839409,-1.0,55.55136280686714,54.256032745151856 
 01/16  13:00:00,26.625,0.013624083297049682,57.0,92805.25,750.0245425188375,1056.0,33.08740981336209,0.03461620911523175,96.71105831487999,3.23548030219176,99.75260454227299,41.07495278011089,0.43792724609375,3.132164952102806,99.55361923188515,-1.0,58.04205983850784,55.4700629278123 
 01/16  14:00:00,27.125000000000004,0.01340906934955538,54.5,92798.25,1425.0466307857912,1425.6000000000001,33.311982542860456,0.0358379749489784,98.67758976759265,3.318777075990501,99.8508098962775,41.514182308657354,0.41656494140625,3.219666109165004,99.72667369765665,-1.0,60.56749846870155,56.652604472776375 
 01/16  15:00:00,28.075000000000003,0.012630398405226102,48.625,92745.625,1425.0466307857912,1188.0,33.49355141569917,0.03676004598257502,100.0,3.3860329423007633,99.9040382613536,41.84617330041193,0.4058837890625,3.2903286406096672,99.82240131236763,-1.0,62.506699277048796,57.54030866532765 
 01/16  16:00:00,28.6625,0.012032780202693886,44.75,92680.25,1425.0466307857912,1188.0,33.746323314756,0.03734237913784929,100.0,3.464826627798616,99.94389909699998,42.11344017306824,0.396728515625,3.371317412783628,99.89373940337016,-1.0,63.99601317617597,58.22713186876777 
 01/16  17:00:00,28.325000000000003,0.011771488797156433,44.625,92601.375,1425.0466307857912,1584.0,33.97458354821834,0.03788382227144625,100.0,3.5220400784509702,99.96341431457797,42.324785929816876,0.38299560546875,3.430724100534155,99.92970981003327,-1.0,65.3585299524619,58.85183729281907 
 01/16  18:00:00,27.85,0.011711597646083703,45.625,92555.5,1050.0343595263726,1584.0,33.96045197442869,0.037872095894812344,100.0,3.5077856481651093,99.959037685229,42.291004608063616,0.38299560546875,3.415858772955681,99.92154388685915,-1.0,65.2737055204498,58.81304084081617 
 01/16  19:00:00,27.325000000000003,0.011760368126088949,47.25,92571.75,600.01963401507,950.4,33.44946165570546,0.03673949955714881,100.0,3.346127043400555,99.87047703473529,41.75244451332858,0.40283203125,3.250214446258017,99.7655884794952,-1.0,62.256140346261,57.422829187448706 
 01/16  20:00:00,26.1625,0.013491401179635359,58.0,92617.25,600.01963401507,316.8,32.8693765836652,0.0354767170929183,100.0,3.1896084061317853,99.67312033620823,41.185324085116335,0.42572021484375,3.089491856695774,99.43287846904695,-1.0,58.927284571711965,55.86890390686395 
 01/16  21:00:00,25.35,0.01435626554621829,64.625,92692.25,150.0049085037675,316.8,32.479088028714806,0.034633131067423606,100.0,3.0844836477788466,99.42091812833098,40.79892401899583,0.4425048828125,2.981905891338206,99.0273834964828,-1.0,56.754987241878666,54.83998362686911 
 01/16  22:00:00,22.7,0.014754684900081293,78.125,92758.5,150.0049085037675,79.2,32.10257090984755,0.033840237606392855,100.0,2.970702995862263,98.96789096862646,40.395798445827744,0.4547119140625,2.8664382649784925,98.33464128422571,-1.0,54.71164276570839,53.8599631276082 
 01/16  23:00:00,21.5125,0.014819693405641116,84.125,92792.375,75.00245425188375,79.2,31.710474900599706,0.03304497981401332,100.0,2.861715909879686,98.30907995876248,39.996750022771806,0.469970703125,2.756197606688702,97.36939436131098,-1.0,52.633418885580994,52.85114990575248 
 01/16  24:00:00,21.7,0.015017023300612397,84.25,92801.0,75.00245425188375,79.2,31.420237505860495,0.032473861120237854,100.0,2.7779306508095387,97.59067435047479,39.69216297646985,0.47760009765625,2.6730298302676663,96.37363874144711,-1.0,51.130164328542655,52.112584894279564 
 01/17  01:00:00,22.0125,0.015457007926866814,85.0,92781.625,0.0,79.2,31.13148058573549,0.03192483367915323,100.0,2.697001548830335,96.68884820162377,39.394062215338906,0.48675537109375,2.590723404712739,95.13126185831706,-1.0,49.663463998165966,51.38442051950021 
 01/17  02:00:00,21.8875,0.015575370154881238,86.25,92732.5,0.0,79.2,30.874799965505762,0.031455389390936686,100.0,2.6236218283638264,95.66229858066824,39.12493505028225,0.494384765625,2.51718887776764,93.77416354598337,-1.0,48.38404823391332,50.74266813062251 
 01/17  03:00:00,21.7,0.01565441917925341,87.625,92681.25,0.0,79.2,30.60484769307721,0.030968429623472085,100.0,2.5459081858938295,94.33160625160906,38.83823333684367,0.50048828125,2.4377056975961056,92.021121470652,-1.0,47.06756340460994,50.073292211589546 
 01/17  04:00:00,21.575,0.015494487496294146,87.375,92637.75,0.0,79.2,30.333638283276777,0.030483287244822226,100.0,2.4712787423736278,92.80162675707211,38.55221134911241,0.506591796875,2.360578613097039,90.03050434279191,-1.0,45.82799694162951,49.40633854683976 
 01/17  05:00:00,21.5,0.015129425259062248,85.75,92627.625,0.0,79.2,30.086162601924123,0.030036681882022923,100.0,2.400872226752135,91.11042460834986,38.28684627774872,0.5126953125,2.290386333834379,87.95163972622956,-1.0,44.7366446737758,48.80264006064871 
 01/17  06:00:00,21.312500000000004,0.014925651904379994,85.625,92654.125,0.0,79.2,30.043609101017275,0.029653461867652223,99.05906622917544,2.4097709435076835,91.25089943465568,38.21994772924173,0.5218505859375,2.3014385982131835,88.20206840461341,-1.0,44.18723329005378,48.463639037509424 
 01/17  07:00:00,21.5125,0.014837599370009495,84.125,92683.0,150.0049085037675,79.2,30.87170614339132,0.029669467685672718,94.55474550667617,2.6116532397043564,95.43343889876596,38.6332089393282,0.5218505859375,2.4983243314904993,93.34401960379765,-1.0,45.99967368889648,49.3121056789958 
 01/17  08:00:00,22.887500000000003,0.014573410732850695,76.125,92736.375,300.009817007535,52.8,31.709919710972347,0.029891244441350003,90.848871863076,2.8012500223225727,97.78182955209101,39.06499472399763,0.51727294921875,2.6864217229834586,96.51310688536236,-1.0,48.06928914563191,50.34039083687561 
 01/17  09:00:00,24.1625,0.014233904959993337,68.875,92779.25,1425.0466307857912,950.4000000000001,32.676772155423976,0.03078970493051576,88.51400537173105,3.0377392470553453,99.22971428621065,39.74969256636129,0.49896240234375,2.9223601709719302,98.66575055453553,-1.0,51.22453652546409,52.03077721871766 
 01/17  10:00:00,26.187500000000004,0.013688253559509757,58.875,92801.5,1425.0466307857912,1003.1999999999999,33.46489510112079,0.0323695762285315,88.83591444261782,3.259313233801905,99.77668394227116,40.56013844582567,0.469970703125,3.1465440871116153,99.57323429324649,-1.0,55.08038666069573,54.074903123774135 
 01/17  11:00:00,28.075000000000003,0.013225125245156427,50.875,92787.125,1425.0466307857912,1056.0,34.02896011745826,0.03402557619730795,90.24428058122507,3.4403543159105077,99.93122769380768,41.296057619614444,0.439453125,3.334655454381174,99.86106712545265,-1.0,58.76787659016516,55.94089915085176 
 01/17  12:00:00,28.9125,0.013036465261379011,47.75,92753.375,1425.0466307857912,1003.1999999999999,34.39655212452349,0.035744406915749025,92.61047410773492,3.571200882682175,99.97419670270132,41.926238031333604,0.41351318359375,3.470939786393373,99.94597269386719,-1.0,62.35011170454118,57.64931510797534 
 01/17  13:00:00,29.7875,0.013145528753751782,45.75,92708.5,750.0245425188375,844.8,34.6101107951252,0.03708866921274864,94.72379029157194,3.672761179885031,99.98831243738482,42.41095429585335,0.390625,3.57865557395661,99.97528201584701,-1.0,65.10413714959431,58.90183970206318 
 01/17  14:00:00,30.5125,0.013303096369486383,44.375,92657.125,1425.0466307857912,950.4000000000001,35.01601679811225,0.038453390163354376,95.77099522086671,3.8014473086950122,99.99614912688088,42.92903606874605,0.3631591796875,3.7119708459972736,99.99159758695058,-1.0,68.29992567859176,60.356459837186094 
 01/17  15:00:00,30.075,0.012863655239455304,44.0,92609.875,1425.0466307857912,1452.0,35.24873178216763,0.04029901800954514,98.75963471579905,3.9104671125720474,99.99858916555746,43.516468812324455,0.33111572265625,3.828105103129105,99.99692273177554,-1.0,72.23145679563507,62.00935091040188 
 01/17  16:00:00,28.6375,0.013863757482861554,51.5,92575.5,1425.0466307857912,1584.0,35.39114154384326,0.041195983297568003,100.0,3.955061456773063,99.99913532616148,43.77749807356227,0.3143310546875,3.8757456584013177,99.9981259578461,-1.0,74.22297148506227,62.83565132539965 
 01/17  17:00:00,27.187500000000004,0.013723181755614218,55.375,92548.75,1425.0466307857912,1584.0,35.21131779908945,0.040775762057516554,100.0,3.8743481802311677,99.99766136023874,43.541810797099444,0.32196044921875,3.791589918580463,99.99501806228048,-1.0,73.06100188666407,62.320129616457294 
 01/17  18:00:00,26.2625,0.014090772961162635,60.0,92480.875,1050.0343595263726,1584.0,34.45717012585459,0.039037075352077164,100.0,3.645435330370786,99.98458205936733,42.77511669938437,0.35858154296875,3.5564133450549145,99.96931469647447,-1.0,68.31099833541543,60.19132700502779 
 01/17  19:00:00,25.812500000000004,0.014414784866303728,63.0,92509.75,600.01963401507,950.4,34.02434567989363,0.038035290939422095,100.0,3.5445075560323382,99.96900414894571,42.39528067625844,0.3814697265625,3.4539169594860275,99.94009909238596,-1.0,65.65801857382098,58.98865420177414 
 01/17  20:00:00,25.3875,0.014752024989781325,66.125,92550.5,600.01963401507,316.8,33.8507367591191,0.037629820618854795,100.0,3.482674856533306,99.95047890073063,42.19633157270205,0.390625,3.389555227419355,99.90557873318977,-1.0,64.6180764854746,58.51258678749745 
 01/17  21:00:00,24.45,0.015003128573091202,71.125,92588.25,150.0049085037675,316.8,33.51060834775371,0.03686379205453428,100.0,3.385642021433603,99.90313514399948,41.85943299480677,0.40435791015625,3.2904306548796285,99.82146189873389,-1.0,62.607403891490314,57.58670694680503 
 01/17  22:00:00,23.812500000000004,0.015595655813408129,76.75,92605.0,150.0049085037675,79.2,33.17132282813247,0.03612278882446254,100.0,3.2870937474355344,99.81826341513012,41.51645484106484,0.4150390625,3.1890853179906995,99.67418549844876,-1.0,60.64166096831932,56.673188022498564 
 01/17  23:00:00,23.637500000000003,0.015886372959816368,79.0,92645.75,75.00245425188375,79.2,32.881697261078216,0.03549054073729613,100.0,3.2040998066242725,99.70171397724322,41.22053101875201,0.42724609375,3.103801590120663,99.4783147689328,-1.0,58.99490873479752,55.90115082493863 
 01/17  24:00:00,23.35,0.015978141252427268,80.875,92687.625,75.00245425188375,79.2,32.60867427362597,0.034902695487622745,100.0,3.124063353590582,99.53248720229509,40.93703446033708,0.43792724609375,3.0222076679242487,99.20411139612946,-1.0,57.46945913814711,55.17996533725254 
 01/18  01:00:00,23.3875,0.016116917440600672,81.375,92691.375,0.0,79.2,32.34047731716114,0.03434870831076345,100.0,3.0472102844086733,99.29942038507394,40.662885760131914,0.44708251953125,2.944352571003428,98.83965320010684,-1.0,55.99598485095168,54.4775854248112 
 01/18  02:00:00,23.5,0.016161668928423044,81.0,92642.375,0.0,79.2,32.092051878360806,0.0338630799688935,100.0,2.974991987394542,98.99714569079478,40.407477123937795,0.45623779296875,2.8709343605217814,98.37845035355363,-1.0,54.65343803849118,53.832320727402376 
 01/18  03:00:00,23.5,0.016040722113824554,80.375,92603.125,0.0,79.2,31.83998403580195,0.033372869247223366,100.0,2.90194874855395,98.58879600218265,40.1470502086209,0.46539306640625,2.79673363625085,97.77212880569647,-1.0,53.31306809222855,53.182768905010285 
 01/18  04:00:00,23.1875,0.015914335116236626,81.25,92570.375,0.0,79.2,31.598077276300195,0.03290664069233915,100.0,2.832882441799688,98.08801796286212,39.89787068747627,0.4730224609375,2.728250250516057,97.06686679725853,-1.0,52.04725593665552,52.56420472309533 
 01/18  05:00:00,22.500000000000004,0.015757857724392477,83.875,92546.25,0.0,79.2,31.380527652730454,0.03249053039651319,100.0,2.7710773827516633,97.5272672768355,39.67308814861495,0.4791259765625,2.6660814249694487,96.28501466174072,-1.0,50.92620097637583,52.01193030413987 
 01/18  06:00:00,22.5125,0.015738928531632633,83.75,92589.75,0.0,79.2,31.33064402596182,0.03216188650557379,99.36932504309233,2.7746931826758328,97.53682316724836,39.60906378643365,0.48828125,2.6678266424019035,96.27802492041916,-1.0,50.35962700019153,51.71565326700545 
 01/18  07:00:00,22.637500000000003,0.0155877604648224,82.375,92634.625,150.0049085037675,79.2,31.826011013028758,0.03219646362570554,96.76023139312535,2.8966617498210137,98.54757988428818,39.853961098518994,0.4852294921875,2.7899862688044292,97.70042175014987,-1.0,51.532676739648366,52.2512333289352 
 01/18  08:00:00,23.1625,0.01514554596086209,77.625,92654.0,300.009817007535,79.2,32.43676960947127,0.032432452735542405,94.15401636530936,3.0541038351417873,99.30133233357817,40.21217664573141,0.4791259765625,2.947067143560024,98.82367586729382,-1.0,53.15544853943801,53.05372533102583 
 01/18  09:00:00,24.562500000000004,0.015119459855983213,71.25,92666.875,1425.0466307857912,1425.6000000000001,33.599391201975486,0.03333267810768235,90.53652015408514,3.3514379254040803,99.86124335817155,40.97547813983884,0.457763671875,3.2440521357191274,99.73582264612082,-1.0,56.77873769432155,54.929447873486 
 01/18  10:00:00,26.0125,0.014641599702693544,63.375,92682.25,1425.0466307857912,1504.8,34.53302614341066,0.0350352021197923,90.11291830111159,3.5863960999243623,99.97617284993088,41.784659758727535,0.421142578125,3.484050378643782,99.94917305603248,-1.0,61.28244686703198,57.20657680742064 
 01/18  11:00:00,27.562500000000004,0.014555457859983405,57.5,92689.625,1425.0466307857912,1584.0,34.90238564815499,0.03681554853123108,92.53238636763716,3.7232737717564794,99.99234320338408,42.42687890379798,0.390625,3.6275024168353376,99.98309896320829,-1.0,65.07991625808742,58.97402972643877 
 01/18  12:00:00,28.825,0.01423081479835651,52.25,92649.375,1425.0466307857912,1254.0,35.103771177117736,0.038638380366577955,95.73441478990712,3.8199540295141565,99.99682958533923,42.997491699071524,0.3570556640625,3.7308447674050473,99.99301302732775,-1.0,68.79049092154625,60.58578886616866 
 01/18  13:00:00,28.2625,0.013504007800619531,51.25,92622.5,750.0245425188375,844.8,35.12136365110406,0.04005040055749431,98.89779567511167,3.874175896473037,99.99807170106692,43.40406682391745,0.335693359375,3.7920739216652177,99.99588228413985,-1.0,71.5390961248828,61.693495406129 
 01/18  14:00:00,29.1375,0.013370830888113775,48.25,92568.5,1425.0466307857912,950.4000000000001,35.38969799108342,0.04117628386745506,99.95360200796114,3.976582754615074,99.99928024862632,43.81681259936223,0.3173828125,3.898622602357544,99.9984459505202,-1.0,74.1745354273783,62.816247711040184 
 01/18  15:00:00,30.750000000000004,0.012845886101654968,42.25,92488.25,1425.0466307857912,1056.0,35.75514441250979,0.04213006009558745,100.0,4.092942720316535,99.99978112226692,44.20558287385005,0.299072265625,4.018570596991744,99.99951509589252,-1.0,76.61538071846667,63.89024638151261 
 01/18  16:00:00,30.2625,0.012570497339320738,42.5,92439.625,1425.0466307857912,1056.0,36.10166889177338,0.04301892277425298,100.0,4.184501988359441,99.99992766500162,44.53093035103976,0.28076171875,4.112889170298656,99.99983659764693,-1.0,78.93116621888707,64.90483570407744 
 01/18  17:00:00,29.575,0.01179702671416447,41.5,92390.5,1425.0466307857912,1056.0,36.15711414253778,0.04318339841841451,100.0,4.190938507484187,99.9999332834122,44.56829439302431,0.2777099609375,4.119163259805314,99.9998484437271,-1.0,79.3054709756429,65.06823262955857 
 01/18  18:00:00,29.1875,0.012523101869168642,45.0,92353.625,1050.0343595263726,1584.0,36.145837141395944,0.04317328085074188,100.0,4.187248584295778,99.9999299909769,44.557822549928346,0.2777099609375,4.115507050081584,99.99984131533009,-1.0,79.22918092341486,65.03495375348813 
 01/18  19:00:00,28.812500000000004,0.013260612380474863,48.625,92357.5,600.01963401507,950.4,35.71455407314681,0.04209549010862939,100.0,4.030149316861397,99.99953447757517,44.06815062960526,0.29754638671875,3.9524896492814108,99.99897378566916,-1.0,76.35234063115101,63.7736870845558 
 01/18  20:00:00,28.2625,0.01376411637003207,52.125,92438.75,600.01963401507,316.8,35.11611196487632,0.04059956022451185,100.0,3.863811127894384,99.9978404316862,43.48744457478779,0.32806396484375,3.78113076871181,99.99540788058562,-1.0,72.44963196550897,62.048228593991254 
 01/18  21:00:00,27.812500000000004,0.013887296481701278,54.0,92500.5,150.0049085037675,316.8,34.82643826838672,0.03988375647182169,100.0,3.7819708400906,99.99552210000411,43.20231508616617,0.341796875,3.6970894960065084,99.99068309202428,-1.0,70.60658757808622,61.225557698476834 
 01/18  22:00:00,27.3875,0.01433048681342626,57.125,92548.5,150.0049085037675,79.2,34.57413142904046,0.03927323769391119,100.0,3.705526528970867,99.99132419520795,42.94320838104376,0.35400390625,3.619698242573833,99.9825142023131,-1.0,69.02628936314758,60.51569010859434 
 01/18  23:00:00,26.2625,0.013393696190950917,57.125,92625.375,75.00245425188375,79.2,34.32241602366528,0.03866013033706943,100.0,3.6293938312949705,99.98372125541368,42.683388908734884,0.3662109375,3.541593816800882,99.9679141545206,-1.0,67.47174076412148,59.81330795636471 
 01/18  24:00:00,22.45,0.013498490968515322,72.875,92720.5,75.00245425188375,79.2,33.945637986986284,0.03776873187171112,100.0,3.5098352153207473,99.95816636268931,42.282706059397455,0.384521484375,3.41797110976717,99.92008106469709,-1.0,65.18785732318538,58.77316039128728 
 01/19  01:00:00,20.8125,0.014106950355534106,83.625,92732.375,0.0,79.2,33.49037589146573,0.03675898896524553,100.0,3.3804089491671654,99.89978306725841,41.83335066826148,0.40435791015625,3.284824363090014,99.81518529322344,-1.0,62.48915998743768,57.53197521646764 
 01/19  02:00:00,21.0,0.01457071894296904,85.25,92648.875,0.0,79.2,33.19044289919405,0.03614549213280856,100.0,3.2950196325783123,99.82719719940563,41.538262073912655,0.4150390625,3.1965590974712543,99.68832182824528,-1.0,60.751028151169876,56.724318804051535 
