Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Outdoor Air Barometric Pressure [Pa](Hourly),ZONE ONE PEOPLE:People Total Heating Rate [W](Hourly),SPACE1-1 LIGHTS 1:Lights Total Heating Rate [W](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](Hourly),ZONE ONE:Zone Air Relative Humidity [%](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort Fanger Model PMV [](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort Fanger Model PPD [%](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort Pierce Model Standard Effective Temperature [C](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort ASHRAE 55 Elevated Air Speed Cooling Effect [C](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort ASHRAE 55 Elevated Air Speed Cooling Effect Adjusted PMV [](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort ASHRAE 55 Elevated Air Speed Cooling Effect Adjusted PPD [](Hourly),ZONE ONE PEOPLE:Zone Thermal Comfort ASHRAE 55 Ankle Draft PPD [](Hourly),ZONE ONE:Zone Heat Index [C](Hourly),ZONE ONE:Zone Humidity Index [](Hourly) 
 12/21  11:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.822995983317043,0.0008585852884065459,100.0,-8.881830686839663,100.0,-8.20158400891416,1.8890380859375,-9.481438764811427,100.0,-1.0,-20.93862891498208,-22.529057785330753 
 12/21  12:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.82305221999399,0.0008585807442692712,100.0,-8.881842961685408,100.0,-8.20163025813946,1.8890380859375,-9.481451207232922,100.0,-1.0,-20.93869077532672,-22.529117981307284 
 12/21  13:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.82310749594488,0.000858576258163905,100.0,-8.88185502751773,100.0,-8.201675717351842,1.8890380859375,-9.481463437683606,100.0,-1.0,-20.938751578872697,-22.52917715615947 
 12/21  14:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.823161827589004,0.0008585718687626806,100.0,-8.881866886548092,100.0,-8.201720400050007,1.8890380859375,-9.481475458616732,100.0,-1.0,-20.93881134368124,-22.529235301648143 
 12/21  15:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.823215231064825,0.0008585675373913999,100.0,-8.881878543580026,100.0,-8.201764319501784,1.8890380859375,-9.481487274703724,100.0,-1.0,-20.93887008750464,-22.529292481039732 
 12/21  16:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.82326772223469,0.000858563264049181,100.0,-8.88189000203126,100.0,-8.201807488748166,1.8890380859375,-9.481498889415741,100.0,-1.0,-20.938927827791495,-22.52934869930464 
 12/21  17:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.82331931668981,0.0008585590874077728,100.0,-8.881901263934866,100.0,-8.201849920607316,1.8890380859375,-9.481510305024901,100.0,-1.0,-20.93898458169212,-22.529403924301562 
 12/21  18:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.823370029754617,0.0008585549687935511,100.0,-8.881912333918972,100.0,-8.201891627678148,1.8890380859375,-9.481521526024435,100.0,-1.0,-20.93904036606341,-22.52945820862233 
 12/21  19:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.82341987649153,0.0008585509468779515,100.0,-8.881923213902772,100.0,-8.20193262234423,1.8890380859375,-9.481532554570853,100.0,-1.0,-20.93909519747401,-22.529511583630374 
 12/21  20:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.823468871705344,0.0008585469443156263,100.0,-8.881933909728678,100.0,-8.201972916777471,1.8890380859375,-9.48154339618346,100.0,-1.0,-20.939149092209217,-22.52956404474819 
 12/21  21:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.823517029947688,0.0008585430577859953,100.0,-8.881944421216502,100.0,-8.202012522941674,1.8890380859375,-9.481554051197232,100.0,-1.0,-20.93920206627579,-22.529615594689588 
 12/21  22:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.823564365521342,0.0008585391906083952,100.0,-8.881954754763617,100.0,-8.202051452596196,1.8890380859375,-9.481564525591645,100.0,-1.0,-20.939254135406816,-22.52966628275099 
 12/21  23:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.823610892484513,0.000858535439461363,100.0,-8.881964910083582,100.0,-8.202089717299247,1.8890380859375,-9.481574819593698,100.0,-1.0,-20.9393053150663,-22.529716085748053 
 12/21  24:00:00,-15.5,0.0010671752733742057,99.99997220540318,92147.52014441554,0.0,79.2,-17.82365662465498,0.0008585317270008051,100.0,-8.881974892806104,100.0,-8.202127328411612,1.8890380859375,-9.481584938506822,100.0,-1.0,-20.939355620453817,-22.529765031190443 
 07/21  01:00:00,18.966,0.005378369022826574,36.025863024407165,92147.52014441554,0.0,79.2,31.20818921462982,0.03230415926318299,100.0,2.4793900100770667,92.95402661862178,37.79591972284616,0.5523681640625,2.323941623457122,88.94712566623538,1.3822110238087457,50.051164899663114,51.57741743935025 
 07/21  02:00:00,18.244,0.005377359344674013,37.68200119159311,92147.52014441554,0.0,79.2,30.84511349041943,0.031609211941131005,100.0,2.343771143932413,89.5303974148242,37.343105462117826,0.5615234375,2.1891581584799327,84.48684926150396,1.6040458543388407,48.23832845559369,50.66895131784172 
 07/21  03:00:00,17.731,0.005376646690337281,38.91191513654875,92147.52014441554,0.0,79.2,30.49642806104168,0.030954867473336395,100.0,2.2128658702850936,85.34015734955825,36.90784461178137,0.69580078125,2.014700824719949,77.29811250895004,1.8490198460896001,46.56341694785008,49.806131454740125 
 07/21  04:00:00,17.275000000000002,0.005376012241654941,40.04415104167919,92147.52014441554,0.0,79.2,30.15254533606136,0.030321821531288748,100.0,2.083975772584968,80.37840974608304,36.47784856667667,0.72784423828125,1.8791777765013868,71.0222295289351,2.1248506828992,45.02807904719883,48.96429172373088 
 07/21  05:00:00,16.913999999999998,0.005375514545625619,40.96600263879243,92147.52014441554,0.0,79.2,29.81129814185762,0.029705424721589723,100.0,1.9569014693093525,74.7549767544883,36.04964205857743,0.469970703125,1.8495133387989715,69.53334659542772,2.438314946666189,43.55012327294599,48.137663589874364 
 07/21  06:00:00,16.990000000000002,0.0053756195424289254,40.769791949824736,92147.52014441554,0.0,79.2,29.492023827127937,0.029139109699619845,100.0,1.8399119249915397,69.04994038631858,35.89326810464256,0.47607421875,1.734777438304494,63.59673477136365,2.7663996708557654,42.20354539977669,47.37199843654574 
 07/21  07:00:00,17.769,0.0053766989991247465,38.82540280044502,92147.52014441554,1500.049085037675,79.2,29.519426668445316,0.029187107343942226,100.0,1.825438235149714,68.32529573024021,35.865675963544525,0.47149658203125,1.7201773717799198,62.82812942662245,2.8046129466525374,42.31697150808853,47.437260138593885 
 07/21  08:00:00,19.783,0.005379520205425342,34.280434120745305,92147.52014441554,1500.049085037675,79.2,29.855021153644262,0.029779221890662455,99.98148540252836,1.98029865747431,75.75256952003681,36.198100453190264,0.53558349609375,1.8491333407632193,69.49636887766206,2.3843908557440443,43.73473009636214,48.239470141985095 
 07/21  09:00:00,22.557,0.005383469547168412,28.94015825943508,92147.52014441554,1500.049085037675,1425.6000000000001,30.69851970685471,0.030828015035188318,98.46917874166758,2.316508721491773,88.59220145800131,37.05607216663224,0.63934326171875,2.1385894057799826,82.31981938100922,1.6592393523046363,46.87044809248737,49.90847221438061 
 07/21  10:00:00,25.255000000000003,0.005387369949075983,24.617254889509457,92147.52014441554,1500.049085037675,1504.8,31.69862165450736,0.03209615777101925,96.6523642336939,2.6401979112250333,95.78114973665598,37.9916582278008,0.555419921875,2.478210194833019,92.79959041358474,1.1624629049263906,50.85840660669983,51.90458206449527 
 07/21  11:00:00,27.649,0.005390882864955389,21.3848448631136,92147.52014441554,1500.049085037675,1584.0,32.39738021554871,0.03366108130971362,97.20604401259429,2.9093752988251693,98.58607737305711,38.92893655056692,0.5279541015625,2.748078832341422,97.21131505096015,0.8639525383105308,54.6932080679953,53.82947782556987 
 07/21  12:00:00,29.454,0.005393557602076014,19.259087224993564,92147.52014441554,1500.049085037675,1504.8,32.922594117991565,0.035296225794072926,98.71407389114098,3.125837418133564,99.52219986205363,39.784262162080566,0.49285888671875,2.969549693238971,98.94396407341301,0.6807252893271487,58.41690152219495,55.63217774956169 
 07/21  13:00:00,30.784,0.005395543737372337,17.848900257790678,92147.52014441554,1500.049085037675,1267.2,33.32701508513925,0.03664984346257161,100.0,3.300886457176852,99.82742753124366,40.4740541807421,0.4638671875,3.149451783574733,99.5812733562644,0.5617639982323406,61.53967065433475,57.09137710834274 
 07/21  14:00:00,31.715,0.0053969444222812125,16.930602308876008,92147.52014441554,1500.049085037675,1425.6000000000001,33.819920499301745,0.03773617337967917,100.0,3.5004995928106175,99.95410706774217,41.10841950838401,0.4364013671875,3.353339929944142,99.87485055327404,0.45124628974782355,64.43614890808402,58.42876251893502 
 07/21  15:00:00,32.0,0.005397374804596819,16.65958498598214,92147.52014441554,1500.049085037675,1584.0,34.27793239656399,0.03877143753189755,100.0,3.6740613507178446,99.9883244814872,41.67192669351846,0.408935546875,3.5310112271610494,99.96440768261522,0.3722671807576392,67.20022888065427,59.69002253549809 
 07/21  16:00:00,31.43,0.0053965145438802905,17.205845725067014,92147.52014441554,1500.049085037675,1584.0,34.54269880425573,0.03938161467783022,100.0,3.762594762724432,99.99473661140773,41.976778615735284,0.39215087890625,3.6216294364714003,99.98289380273802,0.33707657701417226,68.83035479217928,60.42750563396205 
 07/21  17:00:00,30.328,0.005394863682352098,18.318037628612345,92147.52014441554,1500.049085037675,1584.0,34.51844475287024,0.039325459909219346,100.0,3.7314662342899068,99.99287428129864,41.90594499817433,0.39215087890625,3.5895802627598234,99.97736868010354,0.3486105061347252,68.68032127872604,60.35976229377264 
 07/21  18:00:00,28.922,0.005392767139607395,19.857197314007227,92147.52014441554,1500.049085037675,1584.0,34.04083733336793,0.0382329974840898,100.0,3.5297480476862613,99.96284856283427,41.277726638266,0.421142578125,3.382229439268091,99.896219132181,0.4355823911947176,65.76235616302999,59.03530898740313 
